Sum of civilian_deaths,country,Year,Quarter,Month,Day,Sum of fatalities,Sum of latitude,Sum of longitude,region,Sum of year
0,Afghanistan,2010,Qtr 2,April,18,3,64.114149,133.986253,Asia,4020
7,Afghanistan,2010,Qtr 2,April,19,11,130.969529,270.533093,Asia,8040
2,Afghanistan,2010,Qtr 2,April,20,7,168.460645,347.272059,Asia,10050
0,Afghanistan,2010,Qtr 2,April,21,19,199.385627,399.493272,Asia,12060
2,Afghanistan,2010,Qtr 2,April,22,25,212.35533099999998,405.28572,Asia,12060
3,Afghanistan,2010,Qtr 2,April,23,43,207.522302,407.982635,Asia,12060
0,Afghanistan,2010,Qtr 2,April,24,6,103.251237,202.261571,Asia,6030
2,Afghanistan,2010,Qtr 2,April,25,19,142.91242,271.564812,Asia,8040
5,Afghanistan,2010,Qtr 2,April,26,12,103.45881,206.015891,Asia,6030
0,Afghanistan,2010,Qtr 2,April,27,19,101.843945,203.547196,Asia,6030
15,Afghanistan,2010,Qtr 2,April,28,35,269.29953700000004,544.32274,Asia,16080
0,Afghanistan,2010,Qtr 2,April,29,6,104.806262,207.008491,Asia,6030
0,Afghanistan,2010,Qtr 2,April,30,20,135.545118,278.959355,Asia,8040
0,Afghanistan,2010,Qtr 2,May,1,2,67.15286499999999,139.163469,Asia,4020
10,Afghanistan,2010,Qtr 2,May,2,15,199.31532699999997,406.835636,Asia,12060
1,Afghanistan,2010,Qtr 2,May,3,15,195.534962,404.798502,Asia,12060
0,Afghanistan,2010,Qtr 2,May,4,6,136.801167,274.418067,Asia,8040
1,Afghanistan,2010,Qtr 2,May,5,18,128.791143,263.609477,Asia,8040
1,Afghanistan,2010,Qtr 2,May,6,5,132.428748,269.540615,Asia,8040
6,Afghanistan,2010,Qtr 2,May,7,17,201.21664,396.986262,Asia,12060
7,Afghanistan,2010,Qtr 2,May,8,11,162.35263,325.967622,Asia,10050
0,Afghanistan,2010,Qtr 2,May,9,16,196.354177,404.521974,Asia,12060
0,Afghanistan,2010,Qtr 2,May,10,33,234.120248,472.663264,Asia,14070
2,Afghanistan,2010,Qtr 2,May,11,5,94.71485899999999,195.813552,Asia,6030
0,Afghanistan,2010,Qtr 2,May,12,43,293.941007,598.787828,Asia,18090
0,Afghanistan,2010,Qtr 2,May,13,46,204.99063800000002,407.544849,Asia,12060
1,Afghanistan,2010,Qtr 2,May,14,29,267.998834,543.710438,Asia,16080
0,Afghanistan,2010,Qtr 2,May,15,6,136.70036700000003,271.171569,Asia,8040
0,Afghanistan,2010,Qtr 2,May,16,8,156.214146,325.927701,Asia,10050
0,Afghanistan,2010,Qtr 2,May,17,8,137.23179199999998,259.903801,Asia,8040
12,Afghanistan,2010,Qtr 2,May,18,31,166.14123999999998,330.174669,Asia,10050
0,Afghanistan,2010,Qtr 2,May,19,15,99.440555,203.765277,Asia,6030
3,Afghanistan,2010,Qtr 2,May,20,9,166.508413,345.7925,Asia,10050
1,Afghanistan,2010,Qtr 2,May,21,10,130.318383,264.573698,Asia,8040
1,Afghanistan,2010,Qtr 2,May,22,4,99.70745600000001,198.990667,Asia,6030
0,Afghanistan,2010,Qtr 2,May,23,48,302.66175899999996,607.099411,Asia,18090
5,Afghanistan,2010,Qtr 2,May,24,8,164.492522,334.315864,Asia,10050
0,Afghanistan,2010,Qtr 2,May,25,1,31.640454,65.397591,Asia,2010
0,Afghanistan,2010,Qtr 2,May,26,14,166.4284,330.663882,Asia,10050
0,Afghanistan,2010,Qtr 2,May,27,4,33.6839,64.9945,Asia,2010
0,Afghanistan,2010,Qtr 2,May,28,21,101.116101,202.533844,Asia,6030
2,Afghanistan,2010,Qtr 2,May,29,17,166.884295,333.493295,Asia,10050
0,Afghanistan,2010,Qtr 2,May,30,14,201.93547700000002,413.282886,Asia,12060
1,Afghanistan,2010,Qtr 2,May,31,3,67.752253,130.274261,Asia,4020
0,Afghanistan,2010,Qtr 2,June,1,4,129.16613,264.911136,Asia,8040
0,Afghanistan,2010,Qtr 2,June,2,15,167.010173,340.050186,Asia,10050
11,Afghanistan,2010,Qtr 2,June,3,15,128.25877,260.085534,Asia,8040
0,Afghanistan,2010,Qtr 2,June,4,6,94.658726,194.967052,Asia,6030
0,Afghanistan,2010,Qtr 2,June,5,3,133.559038,266.508336,Asia,8040
4,Afghanistan,2010,Qtr 2,June,6,42,369.644225,728.452674,Asia,22110
3,Afghanistan,2010,Qtr 2,June,7,43,362.708567,725.173226,Asia,22110
0,Afghanistan,2010,Qtr 2,June,8,35,161.91477100000003,325.939875,Asia,10050
4,Afghanistan,2010,Qtr 2,June,9,41,330.34511699999996,682.265544,Asia,20100
0,Afghanistan,2010,Qtr 2,June,10,19,164.510097,336.808696,Asia,10050
11,Afghanistan,2010,Qtr 2,June,11,54,163.26342300000002,333.740199,Asia,10050
0,Afghanistan,2010,Qtr 2,June,12,18,264.512423,527.237377,Asia,16080
7,Afghanistan,2010,Qtr 2,June,13,45,230.58968500000003,454.510909,Asia,14070
12,Afghanistan,2010,Qtr 2,June,14,27,205.10240700000003,402.521648,Asia,12060
0,Afghanistan,2010,Qtr 2,June,15,13,200.21646300000003,406.21979,Asia,12060
0,Afghanistan,2010,Qtr 2,June,16,80,234.714448,469.377923,Asia,14070
0,Afghanistan,2010,Qtr 2,June,17,6,67.141816,136.802278,Asia,4020
2,Afghanistan,2010,Qtr 2,June,18,21,234.32282700000002,465.077139,Asia,14070
7,Afghanistan,2010,Qtr 2,June,19,57,237.454968,474.006042,Asia,14070
3,Afghanistan,2010,Qtr 2,June,20,10,132.70332,271.550104,Asia,8040
7,Afghanistan,2010,Qtr 2,June,21,35,425.817491,858.708091,Asia,26130
3,Afghanistan,2010,Qtr 2,June,22,37,336.02682400000003,671.84216,Asia,20100
0,Afghanistan,2010,Qtr 2,June,23,31,260.159255,528.700002,Asia,16080
3,Afghanistan,2010,Qtr 2,June,24,15,255.61870800000003,520.221959,Asia,16080
0,Afghanistan,2010,Qtr 2,June,25,19,167.708705,331.906198,Asia,10050
2,Afghanistan,2010,Qtr 2,June,26,15,161.86197800000002,330.980073,Asia,10050
7,Afghanistan,2010,Qtr 2,June,27,175,233.663008,471.316711,Asia,14070
10,Afghanistan,2010,Qtr 2,June,28,25,163.44809000000004,324.78922,Asia,10050
2,Afghanistan,2010,Qtr 2,June,29,23,236.42235100000002,477.480938,Asia,14070
0,Afghanistan,2010,Qtr 2,June,30,19,130.863563,266.112524,Asia,8040
3,Afghanistan,2010,Qtr 3,July,1,38,196.94669299999998,398.310167,Asia,12060
1,Afghanistan,2010,Qtr 3,July,2,15,168.65827700000003,331.718467,Asia,10050
4,Afghanistan,2010,Qtr 3,July,3,11,201.192282,402.809866,Asia,12060
13,Afghanistan,2010,Qtr 3,July,4,29,324.38186699999994,658.53863,Asia,20100
0,Afghanistan,2010,Qtr 3,July,5,14,233.950256,455.635158,Asia,14070
0,Afghanistan,2010,Qtr 3,July,6,17,198.64049400000002,403.72613,Asia,12060
2,Afghanistan,2010,Qtr 3,July,7,36,238.91384800000003,473.399328,Asia,14070
6,Afghanistan,2010,Qtr 3,July,8,12,196.390462,400.991698,Asia,12060
1,Afghanistan,2010,Qtr 3,July,9,5,132.02678699999998,269.08076,Asia,8040
3,Afghanistan,2010,Qtr 3,July,10,53,518.50621,1025.928663,Asia,30150
1,Afghanistan,2010,Qtr 3,July,11,15,200.380365,402.932714,Asia,12060
6,Afghanistan,2010,Qtr 3,July,12,26,212.80534,404.739888,Asia,12060
16,Afghanistan,2010,Qtr 3,July,13,44,360.452641,739.433345,Asia,22110
0,Afghanistan,2010,Qtr 3,July,14,12,198.458101,399.636757,Asia,12060
2,Afghanistan,2010,Qtr 3,July,15,14,101.55553,204.693155,Asia,6030
0,Afghanistan,2010,Qtr 3,July,16,32,238.166758,462.701326,Asia,14070
0,Afghanistan,2010,Qtr 3,July,17,11,196.541243,395.091096,Asia,12060
5,Afghanistan,2010,Qtr 3,July,18,19,257.353525,524.837711,Asia,16080
0,Afghanistan,2010,Qtr 3,July,19,38,194.16280700000002,398.00089,Asia,12060
0,Afghanistan,2010,Qtr 3,July,20,25,203.71229600000004,394.231744,Asia,12060
0,Afghanistan,2010,Qtr 3,July,21,4,98.83613199999999,202.813966,Asia,6030
0,Afghanistan,2010,Qtr 3,July,22,6,96.277213,193.901408,Asia,6030
39,Afghanistan,2010,Qtr 3,July,23,46,130.029805,264.576968,Asia,8040
0,Afghanistan,2010,Qtr 3,July,24,66,135.585484,270.963368,Asia,8040
1,Afghanistan,2010,Qtr 3,July,25,3,72.00730999999999,139.618604,Asia,4020
0,Afghanistan,2010,Qtr 3,July,26,3,68.313926,130.347049,Asia,4020
0,Afghanistan,2010,Qtr 3,July,27,1,31,64,Asia,2010
30,Afghanistan,2010,Qtr 3,July,28,38,227.00932,451.646054,Asia,14070
0,Afghanistan,2010,Qtr 3,July,29,12,169.40671500000002,342.157556,Asia,10050
0,Afghanistan,2010,Qtr 3,July,30,59,128.050569,265.83352,Asia,8040
0,Afghanistan,2010,Qtr 3,July,31,4,36.726131,68.865189,Asia,2010
16,Afghanistan,2010,Qtr 3,August,1,58,394.300628,806.697392,Asia,24120
5,Afghanistan,2010,Qtr 3,August,2,17,134.365621,267.668687,Asia,8040
9,Afghanistan,2010,Qtr 3,August,3,17,194.875146,397.692668,Asia,12060
16,Afghanistan,2010,Qtr 3,August,4,56,373.071694,746.441051,Asia,22110
25,Afghanistan,2010,Qtr 3,August,5,49,239.905906,483.479338,Asia,14070
0,Afghanistan,2010,Qtr 3,August,6,8,229.491023,469.099136,Asia,14070
3,Afghanistan,2010,Qtr 3,August,7,32,400.263918,799.73601,Asia,24120
0,Afghanistan,2010,Qtr 3,August,8,8,98.50866299999998,195.26327,Asia,6030
0,Afghanistan,2010,Qtr 3,August,9,24,157.64533799999998,327.072707,Asia,10050
5,Afghanistan,2010,Qtr 3,August,10,74,197.36823299999998,395.523487,Asia,12060
0,Afghanistan,2010,Qtr 3,August,11,6,99.816118,204.641139,Asia,6030
6,Afghanistan,2010,Qtr 3,August,12,10,96.8333,197.1095,Asia,6030
0,Afghanistan,2010,Qtr 3,August,13,7,161.472717,322.351284,Asia,10050
3,Afghanistan,2010,Qtr 3,August,14,13,178.74380399999998,339.901036,Asia,10050
0,Afghanistan,2010,Qtr 3,August,15,24,100.325923,198.404877,Asia,6030
5,Afghanistan,2010,Qtr 3,August,16,20,133.90825,260.564104,Asia,8040
2,Afghanistan,2010,Qtr 3,August,17,40,326.290174,667.771229,Asia,20100
2,Afghanistan,2010,Qtr 3,August,18,38,263.65087800000003,543.591196,Asia,16080
7,Afghanistan,2010,Qtr 3,August,19,13,268.69667100000004,545.061915,Asia,16080
0,Afghanistan,2010,Qtr 3,August,20,10,168.02856400000002,328.213687,Asia,10050
6,Afghanistan,2010,Qtr 3,August,21,72,395.902568,776.240638,Asia,24120
3,Afghanistan,2010,Qtr 3,August,22,37,397.939204,805.729879,Asia,24120
3,Afghanistan,2010,Qtr 3,August,23,26,296.52598500000005,594.387714,Asia,18090
0,Afghanistan,2010,Qtr 3,August,24,12,222.41786500000003,451.367211,Asia,14070
3,Afghanistan,2010,Qtr 3,August,25,7,64.964663,133.780786,Asia,4020
1,Afghanistan,2010,Qtr 3,August,26,21,142.180388,278.210398,Asia,8040
0,Afghanistan,2010,Qtr 3,August,27,17,202.70143,404.116778,Asia,12060
0,Afghanistan,2010,Qtr 3,August,28,68,273.178878,550.454708,Asia,16080
0,Afghanistan,2010,Qtr 3,August,29,27,295.30724699999996,590.656735,Asia,18090
7,Afghanistan,2010,Qtr 3,August,30,37,297.766611,605.592139,Asia,18090
3,Afghanistan,2010,Qtr 3,August,31,14,226.002489,460.409388,Asia,14070
0,Afghanistan,2010,Qtr 3,September,1,7,164.528462,334.205795,Asia,10050
0,Afghanistan,2010,Qtr 3,September,2,57,369.408191,748.5676,Asia,22110
0,Afghanistan,2010,Qtr 3,September,3,15,138.42907,259.37131,Asia,8040
5,Afghanistan,2010,Qtr 3,September,4,41,198.46042600000004,402.492928,Asia,12060
1,Afghanistan,2010,Qtr 3,September,5,7,165.694692,330.031372,Asia,10050
0,Afghanistan,2010,Qtr 3,September,6,5,68.69559799999999,132.315106,Asia,4020
0,Afghanistan,2010,Qtr 3,September,7,5,65.12063500000001,133.866236,Asia,4020
0,Afghanistan,2010,Qtr 3,September,8,12,230.240442,461.129389,Asia,14070
0,Afghanistan,2010,Qtr 3,September,9,14,138.364661,265.287559,Asia,8040
2,Afghanistan,2010,Qtr 3,September,11,8,98.06975399999999,203.318791,Asia,6030
1,Afghanistan,2010,Qtr 3,September,12,20,97.142357,193.688127,Asia,6030
0,Afghanistan,2010,Qtr 3,September,13,28,101.23303100000001,199.272837,Asia,6030
1,Afghanistan,2010,Qtr 3,September,14,11,100.8,205.283,Asia,6030
0,Afghanistan,2010,Qtr 3,September,15,9,69.08139800000001,130.950724,Asia,4020
0,Afghanistan,2010,Qtr 3,September,16,9,127.146309,262.985361,Asia,8040
10,Afghanistan,2010,Qtr 3,September,17,33,264.508609,526.701435,Asia,16080
23,Afghanistan,2010,Qtr 3,September,18,57,519.51275,1019.664232,Asia,30150
1,Afghanistan,2010,Qtr 3,September,19,8,67.73022900000001,137.345152,Asia,4020
0,Afghanistan,2010,Qtr 3,September,20,21,167.040745,331.603835,Asia,10050
0,Afghanistan,2010,Qtr 3,September,21,29,161.27599600000002,333.962165,Asia,10050
2,Afghanistan,2010,Qtr 3,September,22,3,62.810433,126.491856,Asia,4020
0,Afghanistan,2010,Qtr 3,September,23,2,65.531094,133.162796,Asia,4020
1,Afghanistan,2010,Qtr 3,September,24,43,204.596451,408.504431,Asia,12060
0,Afghanistan,2010,Qtr 3,September,25,9,192.980767,387.174827,Asia,12060
0,Afghanistan,2010,Qtr 3,September,26,2,32.416667,68.75,Asia,2010
0,Afghanistan,2010,Qtr 3,September,27,7,99.27955399999999,203.677508,Asia,6030
2,Afghanistan,2010,Qtr 3,September,28,9,96.57634,197.964647,Asia,6030
4,Afghanistan,2010,Qtr 3,September,29,12,168.148213,337.899934,Asia,10050
6,Afghanistan,2010,Qtr 3,September,30,25,234.221933,471.187236,Asia,14070
3,Afghanistan,2010,Qtr 4,October,1,43,332.68882799999994,672.516414,Asia,20100
13,Afghanistan,2010,Qtr 4,October,2,37,268.1655,532.70876,Asia,16080
0,Afghanistan,2010,Qtr 4,October,3,10,100.63506900000002,198.660416,Asia,6030
5,Afghanistan,2010,Qtr 4,October,4,61,522.292985,1053.541828,Asia,32160
0,Afghanistan,2010,Qtr 4,October,5,29,297.995049,594.761011,Asia,18090
6,Afghanistan,2010,Qtr 4,October,6,25,275.480516,536.933609,Asia,16080
1,Afghanistan,2010,Qtr 4,October,7,14,175.99161700000002,342.785989,Asia,10050
3,Afghanistan,2010,Qtr 4,October,8,38,235.81071200000002,469.992654,Asia,14070
0,Afghanistan,2010,Qtr 4,October,9,10,102.46476999999999,190.317011,Asia,6030
10,Afghanistan,2010,Qtr 4,October,10,27,130.431302,269.136258,Asia,8040
4,Afghanistan,2010,Qtr 4,October,11,10,173.72523,335.429401,Asia,10050
6,Afghanistan,2010,Qtr 4,October,12,24,234.77422099999998,467.62664,Asia,14070
0,Afghanistan,2010,Qtr 4,October,13,27,197.2678,394.940885,Asia,12060
0,Afghanistan,2010,Qtr 4,October,14,21,329.61091799999997,660.920673,Asia,20100
8,Afghanistan,2010,Qtr 4,October,15,22,229.48438900000002,459.411298,Asia,14070
2,Afghanistan,2010,Qtr 4,October,16,12,260.738616,530.295414,Asia,16080
2,Afghanistan,2010,Qtr 4,October,17,46,232.232862,456.194537,Asia,14070
5,Afghanistan,2010,Qtr 4,October,18,22,202.80742600000002,405.386603,Asia,12060
0,Afghanistan,2010,Qtr 4,October,19,5,157.052953,324.020116,Asia,10050
26,Afghanistan,2010,Qtr 4,October,20,34,167.893377,315.403417,Asia,10050
1,Afghanistan,2010,Qtr 4,October,21,3,127.58880100000002,261.58016,Asia,8040
0,Afghanistan,2010,Qtr 4,October,22,3,67.058015,135.97331,Asia,4020
2,Afghanistan,2010,Qtr 4,October,23,21,265.25971,536.942799,Asia,16080
0,Afghanistan,2010,Qtr 4,October,24,20,162.22585700000002,330.276586,Asia,10050
0,Afghanistan,2010,Qtr 4,October,25,5,108.097992,200.881135,Asia,6030
0,Afghanistan,2010,Qtr 4,October,26,12,102.70377500000001,193.943927,Asia,6030
0,Afghanistan,2010,Qtr 4,October,27,13,170.400399,335.871924,Asia,10050
1,Afghanistan,2010,Qtr 4,October,28,35,328.32981,671.542699,Asia,20100
0,Afghanistan,2010,Qtr 4,October,29,3,104.303992,204.441226,Asia,6030
0,Afghanistan,2010,Qtr 4,October,30,130,327.99324500000006,669.496197,Asia,20100
5,Afghanistan,2010,Qtr 4,November,1,8,65.589462,135.196594,Asia,4020
5,Afghanistan,2010,Qtr 4,November,2,21,167.361135,333.758197,Asia,10050
2,Afghanistan,2010,Qtr 4,November,3,20,230.245429,466.830272,Asia,14070
0,Afghanistan,2010,Qtr 4,November,4,8,99.54431199999999,202.57748,Asia,6030
0,Afghanistan,2010,Qtr 4,November,5,13,131.388759,262.478235,Asia,8040
0,Afghanistan,2010,Qtr 4,November,6,17,97.466117,201.506181,Asia,6030
5,Afghanistan,2010,Qtr 4,November,7,17,99.08918,200.502347,Asia,6030
0,Afghanistan,2010,Qtr 4,November,8,4,99.84067399999998,205.320625,Asia,6030
0,Afghanistan,2010,Qtr 4,November,9,22,236.48704100000003,470.782005,Asia,14070
3,Afghanistan,2010,Qtr 4,November,10,9,197.322813,406.91808,Asia,12060
0,Afghanistan,2010,Qtr 4,November,11,29,132.22366599999998,263.668812,Asia,8040
1,Afghanistan,2010,Qtr 4,November,12,24,237.27759399999997,474.324447,Asia,14070
4,Afghanistan,2010,Qtr 4,November,13,26,173.025449,347.050758,Asia,10050
6,Afghanistan,2010,Qtr 4,November,14,78,363.485928,732.739846,Asia,22110
0,Afghanistan,2010,Qtr 4,November,16,2,65.95,135.133333,Asia,4020
0,Afghanistan,2010,Qtr 4,November,17,3,99.914615,199.018782,Asia,6030
0,Afghanistan,2010,Qtr 4,November,18,21,98.869395,201.342049,Asia,6030
3,Afghanistan,2010,Qtr 4,November,19,16,173.095861,333.683035,Asia,10050
4,Afghanistan,2010,Qtr 4,November,20,21,161.893561,327.623607,Asia,10050
3,Afghanistan,2010,Qtr 4,November,21,26,162.275944,331.967108,Asia,10050
6,Afghanistan,2010,Qtr 4,November,22,23,238.794861,472.536112,Asia,14070
1,Afghanistan,2010,Qtr 4,November,23,1,34.3869,62.148,Asia,2010
0,Afghanistan,2010,Qtr 4,November,24,6,66.8955,129.4694,Asia,4020
0,Afghanistan,2010,Qtr 4,November,25,1,31,64,Asia,2010
0,Afghanistan,2010,Qtr 4,November,26,27,134.720217,276.406103,Asia,8040
0,Afghanistan,2010,Qtr 4,November,27,24,138.29337800000002,271.12843,Asia,8040
0,Afghanistan,2010,Qtr 4,November,28,10,170.262269,336.256371,Asia,10050
2,Afghanistan,2010,Qtr 4,November,29,8,97.298563,198.592885,Asia,6030
6,Afghanistan,2010,Qtr 4,November,30,32,134.95720699999998,277.378735,Asia,8040
0,Afghanistan,2010,Qtr 4,December,1,2,64.543516,133.9118,Asia,4020
3,Afghanistan,2010,Qtr 4,December,2,4,66.233837,135.33074,Asia,4020
2,Afghanistan,2010,Qtr 4,December,3,3,62.640454,129.397591,Asia,4020
0,Afghanistan,2010,Qtr 4,December,4,4,70.722769,134.891751,Asia,4020
2,Afghanistan,2010,Qtr 4,December,5,11,129.160862,264.877353,Asia,8040
0,Afghanistan,2010,Qtr 4,December,6,10,131.851559,261.309396,Asia,8040
1,Afghanistan,2010,Qtr 4,December,7,14,166.79132399999997,334.293926,Asia,10050
0,Afghanistan,2010,Qtr 4,December,8,10,139.0976,262.7594,Asia,8040
0,Afghanistan,2010,Qtr 4,December,9,5,97.194301,199.149549,Asia,6030
15,Afghanistan,2010,Qtr 4,December,10,23,169.01933499999998,335.518553,Asia,10050
7,Afghanistan,2010,Qtr 4,December,11,54,271.814968,539.445024,Asia,16080
0,Afghanistan,2010,Qtr 4,December,12,22,135.196015,266.889475,Asia,8040
0,Afghanistan,2010,Qtr 4,December,13,7,65.495924,132.394208,Asia,4020
1,Afghanistan,2010,Qtr 4,December,14,7,159.500141,322.150945,Asia,10050
0,Afghanistan,2010,Qtr 4,December,15,6,96.79914599999998,196.487566,Asia,6030
14,Afghanistan,2010,Qtr 4,December,16,16,104.159334,204.120744,Asia,6030
0,Afghanistan,2010,Qtr 4,December,17,9,139.094474,273.778049,Asia,8040
2,Afghanistan,2010,Qtr 4,December,18,33,230.55122299999996,467.962929,Asia,14070
1,Afghanistan,2010,Qtr 4,December,19,53,304.39569900000004,606.745563,Asia,18090
0,Afghanistan,2010,Qtr 4,December,20,4,70.947983,138.291693,Asia,4020
5,Afghanistan,2010,Qtr 4,December,21,24,275.732641,535.998368,Asia,16080
1,Afghanistan,2010,Qtr 4,December,22,14,198.39209100000002,393.390014,Asia,12060
0,Afghanistan,2010,Qtr 4,December,23,2,36.726131,68.865189,Asia,2010
1,Afghanistan,2010,Qtr 4,December,24,3,68.77343400000001,135.85488,Asia,4020
1,Afghanistan,2010,Qtr 4,December,26,7,96.689369,193.350225,Asia,6030
2,Afghanistan,2010,Qtr 4,December,27,14,166.48909700000002,336.309426,Asia,10050
0,Afghanistan,2010,Qtr 4,December,28,11,200.535697,401.840174,Asia,12060
1,Afghanistan,2010,Qtr 4,December,29,6,68.375941,132.611445,Asia,4020
16,Afghanistan,2010,Qtr 4,December,30,26,140.268152,271.741429,Asia,8040
0,Afghanistan,2010,Qtr 4,December,31,7,131.94486899999998,263.61575,Asia,8040
0,Afghanistan,2011,Qtr 1,January,1,18,226.58951199999998,458.662846,Asia,14077
0,Afghanistan,2011,Qtr 1,January,2,1,31.83052,64.58823,Asia,2011
1,Afghanistan,2011,Qtr 1,January,3,14,176.704223,334.99657,Asia,10055
0,Afghanistan,2011,Qtr 1,January,4,16,265.373396,534.684361,Asia,16088
0,Afghanistan,2011,Qtr 1,January,5,16,131.901065,266.740888,Asia,8044
0,Afghanistan,2011,Qtr 1,January,6,13,205.654876,409.453564,Asia,12066
16,Afghanistan,2011,Qtr 1,January,7,23,96.81300399999999,200.213172,Asia,6033
5,Afghanistan,2011,Qtr 1,January,8,13,233.44046600000001,472.135015,Asia,14077
0,Afghanistan,2011,Qtr 1,January,9,19,198.35931900000003,395.987848,Asia,12066
2,Afghanistan,2011,Qtr 1,January,10,15,198.46498999999997,396.734263,Asia,12066
2,Afghanistan,2011,Qtr 1,January,11,15,266.201802,539.249886,Asia,16088
1,Afghanistan,2011,Qtr 1,January,12,15,271.69814199999996,547.847548,Asia,16088
0,Afghanistan,2011,Qtr 1,January,13,2,64.042674,126.844402,Asia,4022
0,Afghanistan,2011,Qtr 1,January,14,8,132.669874,266.430825,Asia,8044
10,Afghanistan,2011,Qtr 1,January,15,18,233.84817800000002,469.812462,Asia,14077
9,Afghanistan,2011,Qtr 1,January,16,19,201.79554100000001,403.482201,Asia,12066
0,Afghanistan,2011,Qtr 1,January,17,33,262.643502,530.933819,Asia,16088
1,Afghanistan,2011,Qtr 1,January,18,14,170.238413,327.507265,Asia,10055
20,Afghanistan,2011,Qtr 1,January,19,40,260.54233,537.048393,Asia,16088
3,Afghanistan,2011,Qtr 1,January,20,19,228.50691899999998,464.855136,Asia,14077
3,Afghanistan,2011,Qtr 1,January,21,36,264.631462,535.454006,Asia,16088
2,Afghanistan,2011,Qtr 1,January,22,10,230.21288099999998,469.574118,Asia,14077
0,Afghanistan,2011,Qtr 1,January,23,9,98.516539,200.537145,Asia,6033
1,Afghanistan,2011,Qtr 1,January,24,18,235.53977999999998,455.989228,Asia,14077
0,Afghanistan,2011,Qtr 1,January,25,34,290.979502,589.88792,Asia,18099
0,Afghanistan,2011,Qtr 1,January,26,2,33.4906,69.9557,Asia,2011
1,Afghanistan,2011,Qtr 1,January,27,11,198.386686,401.807056,Asia,12066
8,Afghanistan,2011,Qtr 1,January,28,28,201.28557999999998,402.921572,Asia,12066
0,Afghanistan,2011,Qtr 1,January,29,14,233.901538,470.022289,Asia,14077
2,Afghanistan,2011,Qtr 1,January,30,7,136.188774,258.831708,Asia,8044
0,Afghanistan,2011,Qtr 1,January,31,10,135.259916,272.15932,Asia,8044
0,Afghanistan,2011,Qtr 1,February,1,3,66.76480699999999,135.310477,Asia,4022
1,Afghanistan,2011,Qtr 1,February,2,9,132.13719,266.646261,Asia,8044
6,Afghanistan,2011,Qtr 1,February,3,10,102.855715,202.749036,Asia,6033
0,Afghanistan,2011,Qtr 1,February,4,16,135.224221,269.210499,Asia,8044
0,Afghanistan,2011,Qtr 1,February,5,6,128.918566,256.481812,Asia,8044
0,Afghanistan,2011,Qtr 1,February,6,1,36.229407,66.143985,Asia,2011
3,Afghanistan,2011,Qtr 1,February,7,13,258.66190600000004,532.296478,Asia,16088
0,Afghanistan,2011,Qtr 1,February,8,5,135.49834299999998,271.027266,Asia,8044
0,Afghanistan,2011,Qtr 1,February,9,17,164.874818,334.797672,Asia,10055
0,Afghanistan,2011,Qtr 1,February,10,33,141.658456,282.255316,Asia,8044
1,Afghanistan,2011,Qtr 1,February,11,2,32.6453,65.9385,Asia,2011
5,Afghanistan,2011,Qtr 1,February,12,27,97.68406999999999,199.579632,Asia,6033
0,Afghanistan,2011,Qtr 1,February,13,8,95.949996,193.77628,Asia,6033
0,Afghanistan,2011,Qtr 1,February,14,5,160.918404,323.297394,Asia,10055
0,Afghanistan,2011,Qtr 1,February,15,12,206.25923600000002,405.548108,Asia,12066
0,Afghanistan,2011,Qtr 1,February,16,7,96.40357399999999,194.126165,Asia,6033
2,Afghanistan,2011,Qtr 1,February,17,74,246.430785,492.343736,Asia,14077
0,Afghanistan,2011,Qtr 1,February,18,19,236.620393,474.877164,Asia,14077
1,Afghanistan,2011,Qtr 1,February,19,50,166.78864199999998,333.144341,Asia,10055
2,Afghanistan,2011,Qtr 1,February,20,22,309.621319,607.357784,Asia,18099
3,Afghanistan,2011,Qtr 1,February,21,37,139.594035,263.616615,Asia,8044
0,Afghanistan,2011,Qtr 1,February,22,2,62,128,Asia,4022
0,Afghanistan,2011,Qtr 1,February,23,11,67.86612099999999,129.975721,Asia,4022
1,Afghanistan,2011,Qtr 1,February,24,13,228.960702,466.085919,Asia,14077
0,Afghanistan,2011,Qtr 1,February,25,6,32.755167,62.073124,Asia,2011
11,Afghanistan,2011,Qtr 1,February,26,17,168.00403400000002,335.734437,Asia,10055
9,Afghanistan,2011,Qtr 1,February,27,15,196.96946199999996,396.400979,Asia,12066
0,Afghanistan,2011,Qtr 1,February,28,5,132.552944,265.1474,Asia,8044
10,Afghanistan,2011,Qtr 1,March,1,15,133.625508,269.434122,Asia,8044
0,Afghanistan,2011,Qtr 1,March,2,2,32.465816,64.737566,Asia,2011
0,Afghanistan,2011,Qtr 1,March,3,14,133.632722,269.837869,Asia,8044
0,Afghanistan,2011,Qtr 1,March,4,8,199.831645,402.957357,Asia,12066
0,Afghanistan,2011,Qtr 1,March,5,5,100.226087,197.845983,Asia,6033
12,Afghanistan,2011,Qtr 1,March,6,12,31.976434,68.346548,Asia,2011
0,Afghanistan,2011,Qtr 1,March,7,19,231.173583,465.706736,Asia,14077
0,Afghanistan,2011,Qtr 1,March,8,17,167.70798000000002,340.143827,Asia,10055
0,Afghanistan,2011,Qtr 1,March,9,21,459.7782679999999,904.289275,Asia,28154
1,Afghanistan,2011,Qtr 1,March,10,9,130.854804,265.569543,Asia,8044
0,Afghanistan,2011,Qtr 1,March,11,3,99.642015,204.169062,Asia,6033
